"Step","resilient-blaze-9 - step_crash","resilient-blaze-9 - step_crash__MIN","resilient-blaze-9 - step_crash__MAX"
"5032","0","0","0"
"5034","0","0","0"
"5040","0","0","0"
"5046","0","0","0"
"5048","0","0","0"
"5056","0","0","0"
"5060","0","0","0"
"5062","0","0","0"
"5064","0","0","0"
"5066","0","0","0"
"5074","0","0","0"
"5082","0","0","0"
"5084","0","0","0"
"5086","0","0","0"
"5092","0","0","0"
"5094","0","0","0"
"5098","0","0","0"
"5100","0","0","0"
"5102","0","0","0"
"5104","0","0","0"
"5114","1","1","1"
"5118","0","0","0"
"5130","0","0","0"
"5132","0","0","0"
"5134","0","0","0"
"5140","0","0","0"
"5142","0","0","0"
"5146","0","0","0"
"5148","0","0","0"
"5150","1","1","1"
"5166","0","0","0"
"5172","0","0","0"
"5176","0","0","0"
"5178","0","0","0"
"5180","0","0","0"
"5186","0","0","0"
"5194","0","0","0"
"5206","0","0","0"
"5218","0","0","0"
"5220","0","0","0"
"5222","0","0","0"
"5224","0","0","0"
"5234","0","0","0"
"5238","0","0","0"
"5240","0","0","0"
"5246","0","0","0"
"5248","0","0","0"
"5250","0","0","0"
"5254","0","0","0"
"5256","1","1","1"
"5258","0","0","0"
"5260","0","0","0"
"5262","0","0","0"
"5264","0","0","0"
"5268","0","0","0"
"5270","0","0","0"
"5272","0","0","0"
"5276","0","0","0"
"5280","0","0","0"
"5284","0","0","0"
"5304","0","0","0"
"5314","0","0","0"
"5318","0","0","0"
"5320","0","0","0"
"5324","0","0","0"
"5328","1","1","1"
"5334","0","0","0"
"5338","0","0","0"
"5340","0","0","0"
"5342","0","0","0"
"5344","0","0","0"
"5348","0","0","0"
"5352","0","0","0"
"5354","0","0","0"
"5358","0","0","0"
"5360","0","0","0"
"5362","0","0","0"
"5366","0","0","0"
"5368","0","0","0"
"5372","0","0","0"
"5374","0","0","0"
"5386","0","0","0"
"5388","0","0","0"
"5390","0","0","0"
"5392","0","0","0"
"5394","0","0","0"
"5396","0","0","0"
"5404","0","0","0"
"5406","0","0","0"
"5410","0","0","0"
"5430","0","0","0"
"5432","0","0","0"
"5442","0","0","0"
"5444","0","0","0"
"5448","0","0","0"
"5450","0","0","0"
"5452","0","0","0"
"5458","0","0","0"
"5462","0","0","0"
"5464","0","0","0"
"5470","0","0","0"
"5472","0","0","0"
"5476","0","0","0"
"5480","0","0","0"
"5484","0","0","0"
"5486","0","0","0"
"5490","0","0","0"
"5492","0","0","0"
"5494","0","0","0"
"5496","0","0","0"
"5500","0","0","0"
"5502","0","0","0"
"5506","0","0","0"
"5508","0","0","0"
"5510","0","0","0"
"5512","0","0","0"
"5514","0","0","0"
"5518","0","0","0"
"5520","0","0","0"
"5524","0","0","0"
"5528","0","0","0"
"5536","0","0","0"
"5538","0","0","0"
"5542","0","0","0"
"5544","0","0","0"
"5548","0","0","0"
"5550","0","0","0"
"5554","0","0","0"
"5556","0","0","0"
"5560","0","0","0"
"5562","0","0","0"
"5566","0","0","0"
"5568","0","0","0"
"5570","0","0","0"
"5572","0","0","0"
"5574","0","0","0"
"5576","0","0","0"
"5578","0","0","0"
"5584","0","0","0"
"5586","0","0","0"
"5594","0","0","0"
"5596","0","0","0"
"5598","0","0","0"
"5600","0","0","0"
"5608","0","0","0"
"5612","0","0","0"
"5614","0","0","0"
"5618","1","1","1"
"5620","0","0","0"
"5622","0","0","0"
"5632","0","0","0"
"5638","0","0","0"
"5646","0","0","0"
"5650","0","0","0"
"5654","0","0","0"
"5656","0","0","0"
"5658","0","0","0"
"5666","0","0","0"
"5670","1","1","1"
"5672","0","0","0"
"5674","0","0","0"
"5680","0","0","0"
"5682","0","0","0"
"5684","0","0","0"
"5686","1","1","1"
"5690","0","0","0"
"5694","0","0","0"
"5696","0","0","0"
"5698","0","0","0"
"5700","0","0","0"
"5702","0","0","0"
"5704","0","0","0"
"5706","1","1","1"
"5708","0","0","0"
"5714","0","0","0"
"5716","0","0","0"
"5718","0","0","0"
"5720","0","0","0"
"5722","0","0","0"
"5726","0","0","0"
"5728","0","0","0"
"5730","0","0","0"
"5732","0","0","0"
"5734","0","0","0"
"5738","0","0","0"
"5744","0","0","0"
"5746","0","0","0"
"5758","0","0","0"
"5760","0","0","0"
"5762","0","0","0"
"5764","0","0","0"
"5766","0","0","0"
"5768","0","0","0"
"5772","0","0","0"
"5774","0","0","0"
"5776","1","1","1"
"5780","0","0","0"
"5784","0","0","0"
"5786","0","0","0"
"5794","0","0","0"
"5796","0","0","0"
"5802","0","0","0"
"5804","0","0","0"
"5806","0","0","0"
"5808","0","0","0"
"5812","0","0","0"
"5814","0","0","0"
"5818","0","0","0"
"5820","0","0","0"
"5822","0","0","0"
"5826","0","0","0"
"5830","0","0","0"
"5836","0","0","0"
"5838","0","0","0"
"5840","0","0","0"
"5842","0","0","0"
"5844","0","0","0"
"5846","0","0","0"
"5850","0","0","0"
"5854","0","0","0"
"5856","0","0","0"
"5858","0","0","0"
"5864","0","0","0"
"5866","0","0","0"
"5868","0","0","0"
"5870","0","0","0"
"5874","0","0","0"
"5876","0","0","0"
"5878","0","0","0"
"5880","0","0","0"
"5882","0","0","0"
"5888","0","0","0"
"5892","0","0","0"
"5894","0","0","0"
"5902","0","0","0"
"5906","0","0","0"
"5918","0","0","0"
"5920","0","0","0"
"5924","0","0","0"
"5928","0","0","0"
"5930","0","0","0"
"5936","0","0","0"
"5938","0","0","0"
"5942","0","0","0"
"5944","0","0","0"
"5946","0","0","0"
"5950","0","0","0"
"5952","0","0","0"
"5954","0","0","0"
"5956","0","0","0"
"5958","0","0","0"
"5960","0","0","0"
"5964","0","0","0"
"5968","0","0","0"
"5972","0","0","0"
"5974","0","0","0"
"5980","0","0","0"
"5982","0","0","0"
"5986","0","0","0"
"5988","0","0","0"
"5992","0","0","0"
"5996","0","0","0"
"6000","0","0","0"
"6002","0","0","0"
"6004","0","0","0"
"6008","0","0","0"
"6010","0","0","0"
"6012","0","0","0"
"6018","0","0","0"
"6022","1","1","1"
"6024","1","1","1"
"6030","0","0","0"
"6034","0","0","0"
"6038","0","0","0"
"6044","0","0","0"
"6046","1","1","1"
"6050","0","0","0"
"6052","0","0","0"
"6056","0","0","0"
"6058","0","0","0"
"6062","1","1","1"
"6076","0","0","0"
"6082","0","0","0"
"6084","0","0","0"
"6086","0","0","0"
"6090","0","0","0"
"6092","0","0","0"
"6096","0","0","0"
"6098","0","0","0"
"6102","0","0","0"
"6110","0","0","0"
"6112","0","0","0"
"6114","0","0","0"
"6120","0","0","0"
"6122","0","0","0"
"6124","0","0","0"
"6126","0","0","0"
"6128","0","0","0"
"6130","0","0","0"
"6132","0","0","0"
"6134","0","0","0"
"6136","0","0","0"
"6142","0","0","0"
"6144","0","0","0"
"6146","0","0","0"
"6150","0","0","0"
"6154","0","0","0"
"6156","0","0","0"
"6162","0","0","0"
"6166","0","0","0"
"6168","0","0","0"
"6170","0","0","0"
"6176","1","1","1"
"6178","1","1","1"
"6184","0","0","0"
"6188","0","0","0"
"6192","0","0","0"
"6194","0","0","0"
"6198","0","0","0"
"6200","0","0","0"
"6204","0","0","0"
"6206","0","0","0"
"6210","0","0","0"
"6216","0","0","0"
"6220","0","0","0"
"6226","0","0","0"
"6230","0","0","0"
"6234","0","0","0"
"6240","0","0","0"
"6246","0","0","0"
"6250","0","0","0"
"6256","0","0","0"
"6260","0","0","0"
"6264","0","0","0"
"6274","0","0","0"
"6280","0","0","0"
"6282","0","0","0"
"6284","0","0","0"
"6294","1","1","1"
"6298","0","0","0"
"6306","0","0","0"
"6310","0","0","0"
"6312","0","0","0"
"6322","0","0","0"
"6334","0","0","0"
"6336","0","0","0"
"6352","0","0","0"
"6362","0","0","0"
"6364","0","0","0"
"6376","0","0","0"
"6378","0","0","0"
"6380","0","0","0"
"6386","0","0","0"
"6396","0","0","0"
"6400","0","0","0"
"6402","0","0","0"
"6404","0","0","0"
"6406","0","0","0"
"6418","0","0","0"
"6420","0","0","0"
"6426","0","0","0"
"6428","0","0","0"
"6430","0","0","0"
"6436","0","0","0"
"6440","0","0","0"
"6442","0","0","0"
"6446","0","0","0"
"6454","0","0","0"
"6456","0","0","0"
"6458","0","0","0"
"6460","0","0","0"
"6470","0","0","0"
"6474","0","0","0"
"6476","0","0","0"
"6480","0","0","0"
"6490","1","1","1"
"6494","0","0","0"
"6496","0","0","0"
"6498","0","0","0"
"6502","0","0","0"
"6504","0","0","0"
"6508","0","0","0"
"6512","0","0","0"
"6514","0","0","0"
"6516","0","0","0"
"6520","0","0","0"
"6526","0","0","0"
"6538","0","0","0"
"6540","0","0","0"
"6546","0","0","0"
"6548","0","0","0"
"6550","0","0","0"
"6552","0","0","0"
"6554","0","0","0"
"6556","0","0","0"
"6558","0","0","0"
"6560","0","0","0"
"6562","0","0","0"
"6564","0","0","0"
"6566","0","0","0"
"6572","0","0","0"
"6578","0","0","0"
"6580","0","0","0"
"6586","0","0","0"
"6594","0","0","0"
"6596","0","0","0"
"6600","0","0","0"
"6602","0","0","0"
"6604","0","0","0"
"6606","0","0","0"
"6612","0","0","0"
"6614","0","0","0"
"6616","0","0","0"
"6620","0","0","0"
"6622","0","0","0"
"6624","0","0","0"
"6630","0","0","0"
"6632","0","0","0"
"6640","0","0","0"
"6642","0","0","0"
"6644","0","0","0"
"6646","0","0","0"
"6648","0","0","0"
"6650","0","0","0"
"6658","0","0","0"
"6660","0","0","0"
"6662","0","0","0"
"6664","0","0","0"
"6672","1","1","1"
"6676","0","0","0"
"6690","0","0","0"
"6696","0","0","0"
"6698","0","0","0"
"6706","0","0","0"
"6722","0","0","0"
"6728","0","0","0"
"6734","0","0","0"
"6736","0","0","0"
"6740","0","0","0"
"6744","0","0","0"
"6748","0","0","0"
"6750","0","0","0"
"6752","0","0","0"
"6760","1","1","1"
"6762","0","0","0"
"6766","0","0","0"
"6774","0","0","0"
"6776","0","0","0"
"6780","0","0","0"
"6784","0","0","0"
"6790","0","0","0"
"6792","0","0","0"
"6796","1","1","1"
"6804","0","0","0"
"6810","0","0","0"
"6812","0","0","0"
"6814","0","0","0"
"6820","1","1","1"
"6822","0","0","0"
"6838","0","0","0"
"6840","0","0","0"
"6842","0","0","0"
"6844","0","0","0"
"6848","0","0","0"
"6850","0","0","0"
"6858","0","0","0"
"6860","0","0","0"
"6862","0","0","0"
"6872","0","0","0"
"6876","0","0","0"
"6880","0","0","0"
"6882","0","0","0"
"6884","0","0","0"
"6886","0","0","0"
"6890","0","0","0"
"6892","1","1","1"
"6894","0","0","0"
"6898","0","0","0"
"6904","0","0","0"
"6908","0","0","0"
"6912","0","0","0"
"6914","0","0","0"
"6916","0","0","0"
"6922","0","0","0"
"6926","0","0","0"
"6928","0","0","0"
"6930","0","0","0"
"6934","0","0","0"
"6936","0","0","0"
"6938","0","0","0"
"6940","0","0","0"
"6952","0","0","0"
"6954","0","0","0"
"6956","0","0","0"
"6962","0","0","0"
"6964","0","0","0"
"6974","0","0","0"
"6976","0","0","0"
"6984","0","0","0"
"6988","0","0","0"
"6992","0","0","0"
"6998","0","0","0"
"7000","0","0","0"
"7012","0","0","0"
"7014","1","1","1"
"7018","0","0","0"
"7020","0","0","0"
"7022","0","0","0"
"7026","0","0","0"
"7028","0","0","0"
"7032","0","0","0"
"7040","0","0","0"
"7046","0","0","0"
"7050","0","0","0"
"7054","0","0","0"
"7056","0","0","0"
"7058","0","0","0"
"7060","0","0","0"
"7062","0","0","0"
"7068","0","0","0"
"7072","0","0","0"
"7074","0","0","0"
"7078","0","0","0"
"7080","0","0","0"
"7084","0","0","0"
"7086","0","0","0"
"7090","0","0","0"
"7096","0","0","0"
"7098","1","1","1"
"7106","0","0","0"
"7110","0","0","0"
"7120","0","0","0"
"7122","0","0","0"
"7128","0","0","0"
"7130","0","0","0"
"7132","0","0","0"
"7134","0","0","0"
"7140","0","0","0"
"7148","0","0","0"
"7150","0","0","0"
"7152","0","0","0"
"7154","0","0","0"
"7158","0","0","0"
"7160","0","0","0"
"7162","0","0","0"
"7164","0","0","0"
"7166","0","0","0"
"7170","0","0","0"
"7172","0","0","0"
"7180","0","0","0"
"7184","0","0","0"
"7188","0","0","0"
"7194","0","0","0"
"7200","0","0","0"
"7202","0","0","0"
"7206","0","0","0"
"7208","0","0","0"
"7216","0","0","0"
"7218","0","0","0"
"7220","0","0","0"
"7222","0","0","0"
"7232","0","0","0"
"7238","0","0","0"
"7246","0","0","0"
"7248","0","0","0"
"7252","0","0","0"
"7256","0","0","0"
"7258","0","0","0"
"7264","0","0","0"
"7266","0","0","0"
"7268","0","0","0"
"7270","0","0","0"
"7274","0","0","0"
"7276","1","1","1"
"7280","0","0","0"
"7286","0","0","0"
"7288","0","0","0"
"7294","0","0","0"
"7296","0","0","0"
"7300","0","0","0"
"7306","0","0","0"
"7308","0","0","0"
"7310","0","0","0"
"7314","0","0","0"
"7316","0","0","0"
"7318","0","0","0"
"7322","1","1","1"
"7324","0","0","0"
"7328","0","0","0"
"7332","0","0","0"
"7336","0","0","0"
"7340","0","0","0"
"7344","0","0","0"
"7346","0","0","0"
"7360","0","0","0"
"7362","0","0","0"
"7364","0","0","0"
"7368","0","0","0"
"7370","0","0","0"
"7374","0","0","0"
"7380","0","0","0"
"7382","0","0","0"
"7384","0","0","0"
"7386","0","0","0"
"7388","0","0","0"
"7392","0","0","0"
"7394","0","0","0"
"7400","0","0","0"
"7404","0","0","0"
"7406","0","0","0"
"7408","0","0","0"
"7412","0","0","0"
"7414","0","0","0"
"7416","0","0","0"
"7418","0","0","0"
"7420","0","0","0"
"7422","0","0","0"
"7424","0","0","0"
"7428","0","0","0"
"7438","0","0","0"
"7440","0","0","0"
"7442","0","0","0"
"7444","0","0","0"
"7446","0","0","0"
"7448","0","0","0"
"7454","0","0","0"
"7456","0","0","0"
"7458","0","0","0"
"7468","0","0","0"
"7472","0","0","0"
"7474","0","0","0"
"7476","0","0","0"
"7478","0","0","0"
"7482","0","0","0"
"7488","0","0","0"
"7492","0","0","0"
"7498","0","0","0"
"7500","0","0","0"
"7504","0","0","0"
"7506","0","0","0"
"7508","1","1","1"
"7514","0","0","0"
"7524","0","0","0"
"7526","0","0","0"
"7528","0","0","0"
"7530","0","0","0"
"7534","0","0","0"
"7536","0","0","0"
"7538","0","0","0"
"7540","0","0","0"
"7542","0","0","0"
"7550","0","0","0"
"7552","0","0","0"
"7556","0","0","0"
"7558","0","0","0"
"7562","0","0","0"
"7564","0","0","0"
"7574","0","0","0"
"7578","0","0","0"
"7586","0","0","0"
"7590","0","0","0"
"7594","0","0","0"
"7598","0","0","0"
"7602","0","0","0"
"7606","0","0","0"
"7608","0","0","0"
"7610","0","0","0"
"7612","0","0","0"
"7616","0","0","0"
"7618","0","0","0"
"7622","0","0","0"
"7624","0","0","0"
"7628","0","0","0"
"7632","0","0","0"
"7636","0","0","0"
"7642","0","0","0"
"7648","0","0","0"
"7650","0","0","0"
"7672","0","0","0"
"7684","0","0","0"
"7692","0","0","0"
"7694","0","0","0"
"7698","1","1","1"
"7700","0","0","0"
"7702","0","0","0"
"7712","0","0","0"
"7714","0","0","0"
"7716","0","0","0"
"7720","0","0","0"
"7722","0","0","0"
"7724","0","0","0"
"7728","0","0","0"
"7730","0","0","0"
"7734","0","0","0"
"7736","0","0","0"
"7742","0","0","0"
"7756","0","0","0"
"7758","0","0","0"
"7760","0","0","0"
"7762","0","0","0"
"7764","0","0","0"
"7770","0","0","0"
"7776","0","0","0"
"7780","0","0","0"
"7784","0","0","0"
"7792","0","0","0"
"7796","0","0","0"
"7800","0","0","0"
"7804","0","0","0"
"7806","0","0","0"
"7808","0","0","0"
"7810","0","0","0"
"7818","0","0","0"
"7826","0","0","0"
"7832","0","0","0"
"7834","0","0","0"
"7838","0","0","0"
"7840","0","0","0"
"7844","0","0","0"
"7846","0","0","0"
"7852","0","0","0"
"7858","0","0","0"
"7866","0","0","0"
"7868","0","0","0"
"7874","0","0","0"
"7888","0","0","0"
"7890","0","0","0"
"7892","0","0","0"
"7900","0","0","0"
"7904","0","0","0"
"7908","0","0","0"
"7910","0","0","0"
"7914","0","0","0"
"7916","0","0","0"
"7920","0","0","0"
"7924","0","0","0"
"7926","0","0","0"
"7932","0","0","0"
"7936","0","0","0"
"7938","0","0","0"
"7940","0","0","0"
"7942","0","0","0"
"7944","0","0","0"
"7946","0","0","0"
"7948","0","0","0"
"7950","0","0","0"
"7954","0","0","0"
"7956","0","0","0"
"7962","0","0","0"
"7966","0","0","0"
"7968","0","0","0"
"7970","0","0","0"
"7984","0","0","0"
"7990","0","0","0"
"7992","0","0","0"
"7994","0","0","0"
"7996","0","0","0"
"8010","0","0","0"
"8012","0","0","0"
"8014","0","0","0"
"8022","0","0","0"
"8024","0","0","0"
"8026","0","0","0"
"8034","0","0","0"
"8036","0","0","0"
"8038","0","0","0"
"8044","0","0","0"
"8046","0","0","0"
"8054","0","0","0"
"8062","0","0","0"
"8064","0","0","0"
"8066","0","0","0"
"8070","0","0","0"
"8074","0","0","0"
"8078","0","0","0"
"8080","0","0","0"
"8082","0","0","0"
"8084","0","0","0"
"8090","0","0","0"
"8092","0","0","0"
"8096","0","0","0"
"8098","0","0","0"
"8102","0","0","0"
"8106","0","0","0"
"8108","0","0","0"
"8110","0","0","0"
"8112","0","0","0"
"8122","0","0","0"
"8124","0","0","0"
"8126","0","0","0"
"8128","0","0","0"
"8130","0","0","0"
"8132","0","0","0"
"8134","0","0","0"
"8136","0","0","0"
"8138","0","0","0"
"8148","0","0","0"
"8150","0","0","0"
"8152","0","0","0"
"8154","0","0","0"
"8156","0","0","0"
"8158","0","0","0"
"8166","0","0","0"
"8168","0","0","0"
"8170","0","0","0"
"8176","0","0","0"
"8178","0","0","0"
"8182","0","0","0"
"8184","0","0","0"
"8190","0","0","0"
"8200","0","0","0"
"8202","0","0","0"
"8204","0","0","0"
"8206","0","0","0"
"8212","0","0","0"
"8214","0","0","0"
"8216","0","0","0"
"8218","0","0","0"
"8220","0","0","0"
"8224","0","0","0"
"8230","0","0","0"
"8232","0","0","0"
"8234","0","0","0"
"8236","0","0","0"
"8238","0","0","0"
"8240","0","0","0"
"8242","0","0","0"
"8244","0","0","0"
"8246","1","1","1"
"8250","0","0","0"
"8254","0","0","0"
"8258","0","0","0"
"8260","0","0","0"
"8266","0","0","0"
"8270","0","0","0"
"8274","0","0","0"
"8280","0","0","0"
"8282","0","0","0"
"8284","1","1","1"
"8288","0","0","0"
"8290","0","0","0"
"8292","0","0","0"
"8298","0","0","0"
"8302","0","0","0"
"8308","0","0","0"
"8314","0","0","0"
"8330","0","0","0"
"8334","0","0","0"
"8344","0","0","0"
"8350","0","0","0"
"8354","0","0","0"
"8358","0","0","0"
"8368","0","0","0"
"8370","0","0","0"
"8372","0","0","0"
"8378","0","0","0"
"8380","0","0","0"
"8386","0","0","0"
"8388","0","0","0"
"8390","0","0","0"
"8394","0","0","0"
"8404","0","0","0"
"8406","0","0","0"
"8418","0","0","0"
"8420","0","0","0"
"8428","0","0","0"
"8430","0","0","0"
"8432","0","0","0"
"8436","0","0","0"
"8438","0","0","0"
"8440","0","0","0"
"8444","0","0","0"
"8446","0","0","0"
"8452","0","0","0"
"8456","0","0","0"
"8460","0","0","0"
"8464","0","0","0"
"8466","0","0","0"
"8468","0","0","0"
"8470","0","0","0"
"8472","0","0","0"
"8488","0","0","0"
"8496","0","0","0"
"8498","0","0","0"
"8504","1","1","1"
"8506","0","0","0"
"8510","0","0","0"
"8512","0","0","0"
"8516","0","0","0"
"8520","0","0","0"
"8526","0","0","0"
"8528","0","0","0"
"8530","0","0","0"
"8536","0","0","0"
"8540","0","0","0"
"8542","0","0","0"
"8546","0","0","0"
"8550","0","0","0"
"8554","0","0","0"
"8558","0","0","0"
"8560","0","0","0"
"8562","0","0","0"
"8566","0","0","0"
"8570","0","0","0"
"8572","0","0","0"
"8574","0","0","0"
"8576","0","0","0"
"8582","0","0","0"
"8584","0","0","0"
"8586","0","0","0"
"8588","0","0","0"
"8598","0","0","0"
"8602","0","0","0"
"8606","0","0","0"
"8608","0","0","0"
"8610","0","0","0"
"8618","0","0","0"
"8620","0","0","0"
"8624","0","0","0"
"8626","0","0","0"
"8628","0","0","0"
"8632","0","0","0"
"8634","0","0","0"
"8638","0","0","0"
"8642","0","0","0"
"8652","0","0","0"
"8658","1","1","1"
"8660","0","0","0"
"8662","0","0","0"
"8666","0","0","0"
"8676","0","0","0"
"8678","0","0","0"
"8682","0","0","0"
"8686","0","0","0"
"8688","0","0","0"
"8692","0","0","0"
"8694","0","0","0"
"8698","0","0","0"
"8702","0","0","0"
"8704","0","0","0"
"8712","0","0","0"
"8718","0","0","0"
"8724","0","0","0"
"8728","0","0","0"
"8736","0","0","0"
"8740","0","0","0"
"8742","0","0","0"
"8746","0","0","0"
"8752","0","0","0"
"8754","0","0","0"
"8756","0","0","0"
"8758","0","0","0"
"8770","0","0","0"
"8774","0","0","0"
"8776","0","0","0"
"8778","0","0","0"
"8786","0","0","0"
"8788","0","0","0"
"8798","0","0","0"
"8800","0","0","0"
"8802","0","0","0"
"8806","0","0","0"
"8808","0","0","0"
"8814","0","0","0"
"8816","1","1","1"
"8826","0","0","0"
"8828","0","0","0"
"8830","1","1","1"
"8832","2","2","2"
"8836","0","0","0"
"8838","0","0","0"
"8842","0","0","0"
"8844","0","0","0"
"8846","0","0","0"
"8850","0","0","0"
"8858","0","0","0"
"8862","0","0","0"
"8864","0","0","0"
"8866","0","0","0"
"8868","0","0","0"
"8870","0","0","0"
"8872","0","0","0"
"8874","0","0","0"
"8876","0","0","0"
"8878","0","0","0"
"8882","0","0","0"
"8884","0","0","0"
"8886","0","0","0"
"8896","0","0","0"
"8904","0","0","0"
"8908","0","0","0"
"8910","0","0","0"
"8912","0","0","0"
"8918","0","0","0"
"8922","0","0","0"
"8924","0","0","0"
"8926","1","1","1"
"8928","0","0","0"
"8930","0","0","0"
"8936","0","0","0"
"8938","0","0","0"
"8944","0","0","0"
"8950","0","0","0"
"8956","0","0","0"
"8974","0","0","0"
"8976","0","0","0"
"8978","0","0","0"
"8982","0","0","0"
"8996","0","0","0"
"8998","0","0","0"
"9010","0","0","0"
"9012","0","0","0"
"9016","0","0","0"
"9018","0","0","0"
"9024","0","0","0"
"9028","0","0","0"
"9030","0","0","0"
"9032","0","0","0"
"9034","0","0","0"
"9036","0","0","0"
"9038","0","0","0"
"9040","0","0","0"
"9046","0","0","0"
"9054","0","0","0"
"9058","0","0","0"
"9060","0","0","0"
"9066","0","0","0"
"9070","0","0","0"
"9072","0","0","0"
"9074","0","0","0"
"9080","0","0","0"
"9090","0","0","0"
"9092","0","0","0"
"9094","0","0","0"
"9096","0","0","0"
"9102","0","0","0"
"9106","0","0","0"
"9108","0","0","0"
"9110","0","0","0"
"9112","0","0","0"
"9114","0","0","0"
"9116","0","0","0"
"9122","0","0","0"
"9126","0","0","0"
"9128","0","0","0"
"9130","0","0","0"
"9136","0","0","0"
"9138","0","0","0"
"9142","0","0","0"
"9144","0","0","0"
"9146","0","0","0"
"9150","0","0","0"
"9164","0","0","0"
"9166","0","0","0"
"9168","0","0","0"
"9170","0","0","0"
"9172","1","1","1"
"9174","0","0","0"
"9176","0","0","0"
"9178","0","0","0"
"9180","0","0","0"
"9184","0","0","0"
"9186","0","0","0"
"9190","0","0","0"
"9196","0","0","0"
"9198","0","0","0"
"9200","0","0","0"
"9204","0","0","0"
"9206","0","0","0"
"9208","0","0","0"
"9212","0","0","0"
"9216","0","0","0"
"9218","0","0","0"
"9222","0","0","0"
"9224","0","0","0"
"9228","0","0","0"
"9230","0","0","0"
"9232","0","0","0"
"9234","0","0","0"
